SalesID,OrderDate,CustomerID,ProductID,RegionID,Quantity,UnitPrice,Discount,Sales,Cost,Profit
S007288,2025-07-26,C00065,P001,R17,1,2544.43,0.1,2289.99,1718.58,571.41
S007289,2025-01-11,C02077,P040,R14,1,2014.88,0.15,1712.65,1403.99,308.66
S007290,2025-05-06,C04572,P063,R14,5,3419.35,0.2,13677.4,7972.35,5705.05
S007291,2026-06-13,C01917,P038,R05,2,4724.9,0.25,7087.35,5964.52,1122.83
S007292,2026-05-25,C01806,P005,R15,5,1935.48,0.05,9193.53,6932.94,2260.59
S007293,2024-07-14,C02250,P022,R14,3,634.23,0.0,1902.69,1248.59,654.1
S007294,2025-06-15,C01261,P044,R10,3,670.6,0.05,1911.21,1539.99,371.22
S007295,2025-03-22,C01101,P036,R18,1,1292.79,0.2,1034.23,586.93,447.3
S007296,2024-12-10,C02381,P083,R10,4,731.56,0.0,2926.24,1580.28,1345.96
S007297,2024-12-30,C03310,P060,R04,5,13601.5,0.05,64607.12,34954.87,29652.25
S007298,2024-12-02,C01247,P100,R03,4,2152.77,0.15,7319.42,5462.74,1856.68
S007299,2024-12-13,C01060,P018,R03,4,566.8,0.1,2040.48,1782.46,258.02
S007300,2026-03-18,C03667,P038,R17,5,5421.7,0.05,25753.07,21745.57,4007.5
S007301,2024-04-14,C02502,P009,R11,2,1580.77,0.15,2687.31,2131.57,555.74
S007302,2025-04-15,C01534,P003,R08,3,9951.85,0.0,29855.55,25299.02,4556.53
S007303,2026-07-01,C04235,P093,R06,1,1691.19,0.05,1606.63,1007.31,599.32
S007304,2024-08-19,C04959,P050,R11,3,2268.76,0.0,6806.28,5799.32,1006.96
S007305,2025-06-06,C04240,P066,R17,4,36930.5,0.0,147722.0,111759.54,35962.46
S007306,2024-10-18,C01382,P028,R02,2,3875.04,0.15,6587.57,5423.59,1163.98
S007307,2026-02-27,C04880,P006,R13,5,3565.69,0.25,13371.34,7127.19,6244.15
S007308,2024-08-07,C01810,P090,R04,1,3990.58,0.05,3791.05,3322.53,468.52
S007309,2025-08-11,C00395,P066,R08,4,1793.1,0.0,7172.4,4061.5,3110.9
S007310,2024-11-19,C02692,P072,R16,2,31417.73,0.15,53410.14,28229.67,25180.47
S007311,2025-10-28,C04779,P054,R13,2,1374.35,0.15,2336.4,1644.36,692.04
S007312,2025-02-03,C00017,P041,R08,4,13146.81,0.05,49957.88,27768.44,22189.44
S007313,2026-03-31,C00041,P043,R17,3,2394.8,0.1,6465.96,4814.69,1651.27
S007314,2024-12-05,C00021,P077,R07,1,2170.44,0.1,1953.4,1526.94,426.46
S007315,2025-08-14,C04203,P023,R06,4,1846.38,0.05,7016.24,6016.33,999.91
S007316,2026-08-10,C01169,P035,R05,4,413.7,0.05,1572.06,846.22,725.84
S007317,2025-01-23,C02478,P031,R15,3,2279.92,0.05,6497.77,4875.18,1622.59
S007318,2026-06-25,C00409,P053,R18,5,8309.28,0.05,39469.08,25085.37,14383.71
S007319,2025-02-18,C04721,P097,R06,1,3340.07,0.25,2505.05,1458.47,1046.58
S007320,2026-02-18,C03801,P093,R13,2,1046.26,0.0,2092.52,1522.06,570.46
S007321,2024-12-02,C02849,P055,R11,5,6658.2,0.05,31626.45,17656.12,13970.33
S007322,2024-11-25,C04360,P021,R09,2,3111.74,0.0,6223.48,4426.4,1797.08
S007323,2026-02-24,C01021,P095,R09,2,2613.91,0.0,5227.82,2879.83,2347.99
S007324,2025-01-16,C02067,P032,R18,5,653.83,0.05,3105.69,1894.93,1210.76
S007325,2026-08-20,C04852,P036,R16,2,1796.72,0.0,3593.44,2828.79,764.65
S007326,2024-05-11,C02583,P089,R11,5,3070.96,0.1,13819.32,11296.34,2522.98
S007327,2026-03-17,C01523,P027,R10,4,3014.47,0.1,10852.09,7256.77,3595.32
S007328,2025-11-07,C03064,P047,R17,4,8496.25,0.2,27188.0,17947.78,9240.22
S007329,2026-06-13,C04678,P092,R05,3,454.44,0.1,1226.99,688.33,538.66
S007330,2026-01-17,C00475,P032,R03,2,1371.71,0.05,2606.25,1751.65,854.6
S007331,2025-08-20,C04974,P063,R14,3,2442.02,0.0,7326.06,4101.98,3224.08
S007332,2026-07-21,C02350,P004,R08,3,5539.43,0.15,14125.55,11286.97,2838.58
S007333,2025-05-27,C00446,P100,R01,5,3705.72,0.2,14822.88,12359.12,2463.76
S007334,2024-09-04,C04797,P042,R10,5,2806.8,0.2,11227.2,8074.61,3152.59
S007335,2025-03-31,C02851,P068,R18,1,9995.99,0.15,8496.59,4465.07,4031.52
S007336,2025-02-09,C01040,P051,R04,4,150000.0,0.25,450000.0,310964.87,139035.13
S007337,2025-09-06,C00915,P044,R17,1,2835.03,0.0,2835.03,1919.38,915.65
S007338,2025-08-12,C00421,P041,R12,2,16016.78,0.0,32033.56,22154.89,9878.67
S007339,2025-10-17,C02647,P002,R18,1,23012.65,0.1,20711.39,17381.3,3330.09
S007340,2024-12-08,C01403,P028,R14,1,1839.04,0.0,1839.04,1488.05,350.99
S007341,2024-06-07,C01588,P039,R18,2,4203.99,0.2,6726.38,3770.92,2955.46
S007342,2025-10-29,C02740,P037,R05,2,450.57,0.0,901.14,598.43,302.71
S007343,2025-04-16,C04793,P028,R09,1,2453.85,0.1,2208.46,1464.99,743.47
S007344,2025-12-28,C04343,P065,R08,4,6738.43,0.15,22910.66,18432.32,4478.34
S007345,2025-04-02,C00526,P083,R12,3,2438.73,0.1,6584.57,5788.09,796.48
S007346,2026-03-04,C01775,P090,R17,1,4135.42,0.25,3101.56,2191.9,909.66
S007347,2025-10-27,C01106,P098,R11,4,5902.11,0.15,20067.17,15944.46,4122.71
S007348,2025-05-31,C01725,P065,R11,2,4722.75,0.15,8028.68,4458.56,3570.12
S007349,2024-12-07,C04512,P042,R15,1,4560.98,0.05,4332.93,3499.98,832.95
S007350,2025-04-04,C01716,P065,R13,4,4672.04,0.0,18688.16,15171.3,3516.86
S007351,2025-04-30,C03236,P014,R03,5,5157.34,0.15,21918.7,16558.26,5360.44
S007352,2025-04-10,C04205,P082,R15,4,4222.06,0.2,13510.59,9142.0,4368.59
S007353,2025-08-04,C01366,P054,R11,4,1707.74,0.0,6830.96,4740.29,2090.67
S007354,2025-11-20,C02347,P017,R04,1,1035.5,0.15,880.18,542.28,337.9
S007355,2025-09-21,C04067,P043,R04,4,3578.72,0.05,13599.14,11467.29,2131.85
S007356,2024-08-01,C01657,P031,R13,4,1766.79,0.15,6007.09,5208.81,798.28
S007357,2024-04-08,C03343,P035,R15,1,15628.56,0.0,15628.56,11767.58,3860.98
S007358,2025-02-11,C00885,P006,R16,1,603.39,0.05,573.22,481.05,92.17
S007359,2024-04-06,C04595,P002,R05,3,2070.99,0.0,6212.97,4356.31,1856.66
S007360,2024-05-11,C00629,P035,R18,5,7428.06,0.1,33426.27,26265.24,7161.03
S007361,2024-10-28,C03448,P031,R05,1,827.01,0.0,827.01,626.54,200.47
S007362,2024-05-11,C04871,P100,R02,1,1587.6,0.05,1508.22,876.0,632.22
S007363,2024-06-03,C00713,P027,R04,2,2393.68,0.1,4308.62,2524.69,1783.93
S007364,2026-03-01,C02433,P033,R04,1,22626.25,0.0,22626.25,17944.7,4681.55
S007365,2025-03-04,C04746,P092,R02,5,2194.64,0.1,9875.88,8202.09,1673.79
S007366,2024-07-21,C00362,P086,R01,3,5581.72,0.05,15907.9,8391.66,7516.24
S007367,2025-05-13,C01534,P006,R01,1,2864.04,0.0,2864.04,2369.02,495.02
S007368,2025-04-04,C04532,P009,R08,1,2224.69,0.15,1890.99,1223.98,667.01
S007369,2024-04-30,C00668,P010,R02,4,13963.74,0.0,55854.96,36303.38,19551.58
S007370,2026-03-01,C04771,P046,R06,4,1107.79,0.05,4209.6,2395.93,1813.67
S007371,2024-09-21,C03732,P058,R09,3,3729.68,0.15,9510.68,6302.21,3208.47
S007372,2026-03-28,C01186,P036,R11,4,4160.38,0.1,14977.37,11461.88,3515.49
S007373,2026-03-22,C01036,P002,R04,3,13315.09,0.15,33953.48,28777.9,5175.58
S007374,2024-09-27,C01581,P021,R05,1,2802.29,0.0,2802.29,2367.64,434.65
S007375,2024-12-04,C02649,P062,R15,1,769.54,0.2,615.63,332.87,282.76
S007376,2025-08-03,C04803,P038,R13,3,921.36,0.05,2625.88,1833.7,792.18
S007377,2026-07-05,C03964,P013,R08,1,1265.16,0.15,1075.39,694.5,380.89
S007378,2026-05-07,C00079,P066,R18,2,8569.45,0.05,16281.96,8477.92,7804.04
S007379,2025-04-10,C02946,P062,R10,5,2307.13,0.05,10958.87,6157.08,4801.79
S007380,2024-12-21,C01622,P050,R02,4,6364.26,0.1,22911.34,19061.13,3850.21
S007381,2024-12-28,C02651,P095,R02,1,21175.01,0.2,16940.01,9622.74,7317.27
S007382,2026-03-25,C02151,P085,R04,1,7630.21,0.0,7630.21,5260.51,2369.7
S007383,2025-09-12,C02945,P004,R06,4,8619.37,0.2,27581.98,15288.49,12293.49
S007384,2025-10-15,C03852,P091,R04,5,4756.58,0.25,17837.18,12496.33,5340.85
S007385,2024-12-20,C01189,P005,R14,3,1284.29,0.0,3852.87,2695.47,1157.4
S007386,2025-11-14,C01839,P049,R18,4,29833.2,0.05,113366.16,72349.96,41016.2
S007387,2026-01-12,C00233,P091,R10,3,1766.86,0.05,5035.55,2920.17,2115.38
S007388,2025-04-22,C01693,P099,R11,5,9236.09,0.0,46180.45,30283.25,15897.2
S007389,2025-07-26,C04945,P003,R17,5,9632.33,0.0,48161.65,37608.84,10552.81
S007390,2026-01-07,C03647,P008,R06,1,868.8,0.2,695.04,542.78,152.26
S007391,2024-11-01,C03382,P025,R11,5,729.94,0.05,3467.22,2947.81,519.41
S007392,2024-01-26,C04247,P028,R07,1,6215.13,0.05,5904.37,4390.89,1513.48
S007393,2025-11-08,C02847,P028,R17,1,1231.81,0.1,1108.63,822.55,286.08
S007394,2026-04-15,C00467,P042,R15,2,15325.06,0.25,22987.59,17514.38,5473.21
S007395,2024-05-29,C03291,P032,R12,1,1919.18,0.05,1823.22,1009.96,813.26
S007396,2024-12-26,C00713,P059,R14,5,11703.26,0.05,55590.48,28922.06,26668.42
S007397,2025-06-09,C00976,P086,R15,3,10991.46,0.1,29676.94,21252.36,8424.58
S007398,2025-11-22,C03299,P055,R08,4,4792.55,0.1,17253.18,9730.44,7522.74
S007399,2024-03-27,C04620,P034,R10,4,3240.94,0.15,11019.2,6693.31,4325.89
S007400,2026-06-01,C01572,P057,R06,1,6026.44,0.0,6026.44,5180.72,845.72
S007401,2024-01-30,C01501,P063,R03,3,2938.83,0.0,8816.49,5393.7,3422.79
S007402,2026-01-23,C03343,P090,R18,5,2610.18,0.0,13050.9,9330.22,3720.68
S007403,2025-10-18,C01565,P095,R03,2,937.11,0.0,1874.22,1616.11,258.11
S007404,2024-12-02,C00870,P028,R16,3,8558.4,0.15,21823.92,13500.67,8323.25
S007405,2024-10-13,C01153,P092,R11,3,2263.37,0.1,6111.1,3924.66,2186.44
S007406,2025-11-09,C04021,P082,R01,1,6566.89,0.15,5581.86,2959.19,2622.67
S007407,2025-10-09,C03066,P013,R15,2,5957.82,0.15,10128.29,8232.03,1896.26
S007408,2025-04-09,C01608,P056,R10,2,831.47,0.05,1579.79,988.31,591.48
S007409,2024-09-07,C04983,P016,R04,5,5326.73,0.0,26633.65,18708.73,7924.92
S007410,2024-11-26,C01676,P050,R01,4,7311.66,0.05,27784.31,15661.62,12122.69
S007411,2025-03-06,C03432,P005,R14,1,3602.18,0.0,3602.18,2903.2,698.98
S007412,2024-06-18,C00895,P030,R10,3,5496.4,0.0,16489.2,9507.18,6982.02
S007413,2026-03-06,C04697,P059,R09,5,5081.12,0.1,22865.04,18523.35,4341.69
S007414,2026-03-15,C01057,P031,R17,1,21226.51,0.0,21226.51,14674.54,6551.97
S007415,2024-11-18,C02154,P002,R17,2,3845.57,0.05,7306.58,4203.2,3103.38
S007416,2025-12-29,C02992,P039,R01,1,10083.39,0.1,9075.05,6671.98,2403.07
S007417,2025-12-20,C02605,P055,R05,3,758.18,0.05,2160.81,1271.64,889.17
S007418,2025-12-27,C02909,P077,R06,2,2633.4,0.1,4740.12,3755.01,985.11
S007419,2024-05-13,C03872,P014,R08,2,6489.51,0.2,10383.22,7367.45,3015.77
S007420,2025-05-17,C04123,P048,R10,4,2728.29,0.05,10367.5,8957.63,1409.87
S007421,2026-03-31,C01697,P020,R13,2,6126.06,0.1,11026.91,8152.49,2874.42
S007422,2026-03-07,C03152,P016,R05,2,6276.05,0.0,12552.1,7083.59,5468.51
S007423,2025-07-02,C02848,P013,R06,2,5990.82,0.05,11382.56,8782.48,2600.08
S007424,2025-12-23,C02140,P076,R03,2,1406.97,0.1,2532.55,1732.75,799.8
S007425,2025-08-10,C02531,P092,R01,4,5718.83,0.05,21731.55,16575.07,5156.48
S007426,2026-01-06,C04018,P067,R05,4,1706.72,0.1,6144.19,3980.58,2163.61
S007427,2026-01-14,C03398,P038,R12,2,2388.67,0.15,4060.74,2841.83,1218.91
S007428,2024-11-09,C00083,P095,R07,5,21867.87,0.1,98405.42,52081.76,46323.66
S007429,2024-07-23,C00321,P050,R05,4,9043.7,0.0,36174.8,23214.07,12960.73
S007430,2024-02-21,C03509,P053,R06,1,3777.26,0.05,3588.4,2092.04,1496.36
S007431,2024-11-28,C02659,P064,R18,1,3322.64,0.1,2990.38,1760.67,1229.71
S007432,2024-02-23,C02716,P066,R18,5,8554.85,0.1,38496.83,29695.32,8801.51
S007433,2025-01-10,C04234,P050,R11,4,12308.35,0.15,41848.39,29149.03,12699.36
S007434,2025-10-23,C01105,P048,R18,3,5578.06,0.05,15897.47,12135.8,3761.67
S007435,2025-03-14,C01275,P032,R18,3,11795.08,0.05,33615.98,25842.52,7773.46
S007436,2025-08-24,C03188,P069,R12,3,3407.77,0.0,10223.31,5322.38,4900.93
S007437,2025-10-30,C03908,P068,R15,1,6337.39,0.0,6337.39,3933.72,2403.67
S007438,2025-02-02,C04934,P044,R01,2,1923.5,0.0,3847.0,2133.26,1713.74
S007439,2026-01-07,C04646,P072,R04,4,3690.07,0.15,12546.24,9565.16,2981.08
S007440,2024-07-07,C01733,P014,R02,5,600.68,0.25,2252.55,1638.44,614.11
S007441,2025-02-27,C00889,P042,R14,2,1793.54,0.0,3587.08,2670.99,916.09
S007442,2024-10-19,C03193,P099,R13,2,2009.37,0.05,3817.8,2761.82,1055.98
S007443,2024-03-29,C00938,P074,R09,4,3207.56,0.15,10905.7,7077.4,3828.3
S007444,2024-07-16,C02197,P073,R13,5,2317.66,0.0,11588.3,8300.6,3287.7
S007445,2025-04-03,C01509,P087,R17,2,465.04,0.0,930.08,802.3,127.78
S007446,2024-09-16,C01963,P061,R04,4,11636.87,0.0,46547.48,29812.79,16734.69
S007447,2024-10-26,C04428,P067,R13,3,3790.9,0.1,10235.43,6805.57,3429.86
S007448,2025-09-13,C01536,P049,R16,5,6588.58,0.1,29648.61,25212.08,4436.53
S007449,2025-06-25,C04262,P083,R14,3,6547.46,0.1,17678.14,13351.64,4326.5
S007450,2025-09-26,C01145,P072,R13,2,1430.43,0.0,2860.86,2119.47,741.39
S007451,2026-07-16,C01494,P053,R14,1,2631.09,0.05,2499.54,1926.66,572.88
S007452,2026-02-26,C01178,P013,R04,3,4561.82,0.05,13001.19,8532.24,4468.95
S007453,2025-09-25,C03741,P081,R04,4,5562.25,0.05,21136.55,13536.3,7600.25
S007454,2025-02-11,C03872,P033,R17,5,11201.5,0.0,56007.5,43412.9,12594.6
S007455,2026-07-30,C00176,P036,R05,2,13302.36,0.05,25274.48,16963.94,8310.54
S007456,2025-07-14,C01619,P013,R14,5,16834.46,0.0,84172.3,70626.39,13545.91
S007457,2026-01-09,C04686,P022,R09,5,3065.82,0.15,13029.74,10780.74,2249.0
S007458,2025-04-23,C02648,P013,R17,2,587.55,0.0,1175.1,860.85,314.25
S007459,2025-08-09,C00889,P010,R06,4,9095.67,0.05,34563.55,25692.05,8871.5
S007460,2025-05-22,C01068,P003,R17,3,5034.33,0.0,15102.99,8791.06,6311.93
S007461,2025-11-25,C02327,P030,R16,3,1152.97,0.0,3458.91,2652.21,806.7
S007462,2026-08-05,C01063,P076,R01,1,1384.66,0.05,1315.43,803.71,511.72
S007463,2024-12-31,C02182,P087,R12,5,2329.3,0.25,8734.88,5239.14,3495.74
S007464,2025-06-18,C02936,P023,R10,4,2973.87,0.05,11300.71,6257.04,5043.67
S007465,2024-08-25,C02331,P043,R09,4,1533.48,0.0,6133.92,4628.7,1505.22
S007466,2024-06-08,C02914,P084,R02,4,7469.32,0.0,29877.28,25525.21,4352.07
S007467,2025-06-11,C00283,P071,R12,1,6757.15,0.05,6419.29,3780.4,2638.89
S007468,2025-07-06,C02527,P091,R07,4,4073.13,0.2,13034.02,10222.34,2811.68
S007469,2024-10-18,C00275,P043,R10,1,1140.25,0.1,1026.23,765.0,261.23
S007470,2026-02-19,C03466,P017,R06,1,5040.15,0.25,3780.11,3090.22,689.89
S007471,2026-08-07,C02622,P015,R16,1,2572.11,0.1,2314.9,1367.83,947.07
S007472,2024-03-03,C03186,P071,R10,1,482.8,0.2,386.24,214.54,171.7
S007473,2025-03-29,C01676,P003,R09,5,6212.21,0.0,31061.05,18378.32,12682.73
S007474,2024-05-23,C01001,P047,R16,4,1380.93,0.15,4695.16,3428.53,1266.63
S007475,2025-08-19,C03388,P036,R02,3,2101.76,0.2,5044.22,3738.85,1305.37
S007476,2025-10-02,C00278,P092,R03,1,2705.83,0.25,2029.37,1137.17,892.2
S007477,2024-10-31,C02417,P100,R04,4,604.93,0.15,2056.76,1588.11,468.65
S007478,2024-02-01,C01349,P049,R09,3,5467.78,0.0,16403.34,11757.65,4645.69
S007479,2024-06-02,C01777,P059,R03,4,3580.89,0.05,13607.38,7282.63,6324.75
S007480,2026-08-11,C02157,P038,R16,3,4027.64,0.0,12082.92,8224.46,3858.46
S007481,2025-12-22,C02294,P078,R13,1,1735.11,0.0,1735.11,1250.09,485.02
S007482,2024-08-01,C01042,P030,R09,3,4716.2,0.25,10611.45,6452.4,4159.05
S007483,2026-07-12,C00630,P075,R07,1,4939.7,0.25,3704.77,2691.3,1013.47
S007484,2024-04-20,C02413,P091,R05,4,3423.41,0.05,13008.96,9857.3,3151.66
S007485,2024-07-15,C01417,P018,R18,4,6203.72,0.0,24814.88,16361.35,8453.53
S007486,2026-06-06,C00184,P023,R11,5,3216.95,0.1,14476.28,7936.44,6539.84
S007487,2025-04-05,C04286,P038,R08,2,630.15,0.2,1008.24,605.08,403.16
S007488,2025-07-26,C02386,P083,R01,3,2062.62,0.05,5878.47,4715.0,1163.47
S007489,2024-08-19,C00445,P065,R05,2,2253.63,0.1,4056.53,2504.11,1552.42
S007490,2025-11-06,C01758,P020,R09,4,4937.89,0.1,17776.4,11567.96,6208.44
S007491,2026-01-28,C00595,P037,R09,5,2031.77,0.2,8127.08,4437.42,3689.66
S007492,2024-11-04,C04796,P065,R10,5,2573.62,0.1,11581.29,9165.22,2416.07
S007493,2025-10-02,C02418,P097,R02,5,5764.25,0.05,27380.19,22828.02,4552.17
S007494,2024-03-16,C04384,P046,R04,3,7310.03,0.05,20833.59,18114.34,2719.25
S007495,2025-07-14,C01710,P008,R08,4,5301.27,0.05,20144.83,13139.15,7005.68
S007496,2026-06-19,C04756,P011,R05,4,4549.64,0.05,17288.63,9306.76,7981.87
S007497,2024-11-30,C04669,P003,R03,5,4934.44,0.05,23438.59,14932.25,8506.34
S007498,2024-03-05,C03295,P013,R02,3,36787.3,0.0,110361.9,90494.13,19867.77
S007499,2025-12-01,C02093,P042,R16,1,5261.01,0.05,4997.96,4283.89,714.07
S007500,2025-06-04,C04860,P029,R17,1,2781.02,0.2,2224.82,1469.59,755.23
S007501,2024-09-25,C02863,P031,R15,2,2919.47,0.0,5838.94,3585.79,2253.15
S007502,2024-08-25,C00948,P077,R01,1,15287.62,0.25,11465.72,10024.25,1441.47
S007503,2024-05-05,C00353,P048,R13,2,1647.92,0.1,2966.26,1640.49,1325.77
S007504,2024-05-28,C02662,P073,R17,3,3401.67,0.05,9694.76,6050.33,3644.43
S007505,2024-03-08,C01239,P055,R03,3,6641.24,0.1,17931.35,10588.27,7343.08
S007506,2024-10-27,C03716,P021,R18,2,8642.38,0.1,15556.28,10340.79,5215.49
S007507,2025-09-29,C02748,P095,R13,5,567.99,0.25,2129.96,1296.1,833.86
S007508,2024-12-25,C02412,P048,R11,1,4862.32,0.0,4862.32,3769.18,1093.14
S007509,2026-07-28,C01410,P084,R03,2,964.92,0.05,1833.35,1354.2,479.15
S007510,2025-02-08,C01069,P010,R17,5,70703.18,0.15,300488.51,185603.92,114884.59
S007511,2025-02-17,C01006,P085,R18,5,2610.38,0.2,10441.52,7912.53,2528.99
S007512,2024-07-31,C03270,P072,R10,2,2381.1,0.1,4285.98,3581.44,704.54
S007513,2026-01-25,C03921,P025,R10,4,31675.77,0.1,114032.77,60590.74,53442.03
S007514,2026-05-17,C04857,P080,R01,2,2350.46,0.0,4700.92,3459.76,1241.16
S007515,2024-12-31,C03385,P075,R02,5,1452.01,0.1,6534.04,5535.11,998.93
S007516,2026-08-08,C02617,P090,R05,3,15063.41,0.1,40671.21,28671.74,11999.47
S007517,2025-11-14,C03450,P021,R02,2,44191.91,0.1,79545.44,51957.03,27588.41
S007518,2024-09-18,C01241,P089,R18,1,3573.32,0.0,3573.32,2736.37,836.95
S007519,2025-11-10,C04385,P077,R08,4,3606.9,0.1,12984.84,9760.46,3224.38
S007520,2025-12-28,C00203,P034,R15,1,1027.9,0.2,822.32,477.27,345.05
S007521,2024-07-10,C04528,P036,R07,5,16950.47,0.0,84752.35,56077.13,28675.22
S007522,2025-04-05,C00521,P026,R18,4,2444.18,0.1,8799.05,7441.65,1357.4
S007523,2024-10-07,C04730,P048,R11,4,1601.99,0.2,5126.37,4434.27,692.1
S007524,2025-03-23,C03887,P090,R08,2,11681.68,0.25,17522.52,15093.48,2429.04
S007525,2024-02-16,C02099,P084,R01,1,745.43,0.05,708.16,484.56,223.6
S007526,2026-03-14,C02427,P015,R05,3,6507.3,0.1,17569.71,10274.17,7295.54
S007527,2025-05-15,C01472,P014,R06,2,384.44,0.1,691.99,461.77,230.22
S007528,2025-10-16,C01044,P006,R05,3,7505.76,0.1,20265.55,15579.58,4685.97
S007529,2025-04-10,C01568,P062,R06,2,3391.87,0.05,6444.55,4096.87,2347.68
S007530,2026-02-15,C04301,P032,R15,4,8889.85,0.1,32003.46,25699.81,6303.65
S007531,2024-06-16,C01270,P077,R13,5,903.8,0.05,4293.05,2700.33,1592.72
S007532,2024-01-30,C02181,P077,R04,4,3084.95,0.05,11722.81,7978.8,3744.01
S007533,2025-10-20,C03428,P020,R09,2,1238.77,0.0,2477.54,2097.6,379.94
S007534,2024-01-24,C03979,P070,R11,1,897.15,0.0,897.15,758.74,138.41
S007535,2026-06-10,C01522,P077,R15,3,5897.92,0.25,13270.32,7793.62,5476.7
S007536,2024-12-21,C04057,P099,R17,4,9246.58,0.2,29589.06,15876.99,13712.07
S007537,2026-08-26,C00876,P073,R07,5,262.01,0.0,1310.05,819.42,490.63
S007538,2024-12-17,C03590,P036,R15,5,11552.36,0.25,43321.35,29779.64,13541.71
S007539,2025-08-07,C00549,P100,R04,2,16458.58,0.05,31271.3,17791.29,13480.01
S007540,2025-11-20,C04863,P028,R08,4,31745.34,0.1,114283.22,70980.02,43303.2
S007541,2024-12-10,C00500,P081,R06,1,423.3,0.1,380.97,282.19,98.78
S007542,2024-02-20,C04485,P038,R08,2,15056.28,0.1,27101.3,21107.48,5993.82
S007543,2026-08-28,C03804,P094,R04,5,4316.2,0.2,17264.8,11289.43,5975.37
S007544,2026-03-02,C00628,P079,R11,1,2614.04,0.0,2614.04,1617.23,996.81
S007545,2024-12-04,C03874,P060,R16,1,24280.98,0.05,23066.93,17427.77,5639.16
S007546,2026-02-27,C01719,P022,R08,5,3179.87,0.1,14309.42,8055.82,6253.6
S007547,2025-09-03,C04913,P019,R06,2,3549.02,0.25,5323.53,3752.85,1570.68
S007548,2025-07-10,C04772,P095,R05,2,581.52,0.0,1163.04,690.41,472.63
S007549,2024-02-01,C04641,P081,R10,1,493.94,0.05,469.24,393.11,76.13
S007550,2025-01-19,C03278,P052,R03,4,3933.17,0.0,15732.68,9322.62,6410.06
S007551,2024-07-24,C04485,P088,R04,3,28214.9,0.1,76180.23,64994.63,11185.6
S007552,2024-09-24,C02219,P079,R06,5,10990.78,0.05,52206.2,37048.77,15157.43
S007553,2025-04-25,C00295,P039,R11,3,9688.84,0.1,26159.87,17102.99,9056.88
S007554,2024-06-20,C04311,P083,R03,1,767.38,0.05,729.01,384.77,344.24
S007555,2026-02-09,C00239,P080,R17,4,6521.84,0.15,22174.26,16928.57,5245.69
S007556,2025-11-08,C03195,P048,R02,1,11427.83,0.1,10285.05,7209.71,3075.34
S007557,2025-03-28,C02704,P002,R15,2,5311.31,0.0,10622.62,5758.35,4864.27
S007558,2025-07-01,C01853,P075,R17,1,540.66,0.2,432.53,359.93,72.6
S007559,2025-04-21,C03697,P034,R18,4,24383.77,0.15,82904.82,46010.35,36894.47
S007560,2025-09-07,C01357,P037,R12,5,5295.15,0.2,21180.6,17410.65,3769.95
S007561,2026-01-10,C04655,P072,R16,1,819.15,0.1,737.24,467.76,269.48
S007562,2024-06-04,C04256,P082,R18,4,20714.22,0.25,62142.66,44456.32,17686.34
S007563,2026-08-27,C04594,P009,R06,4,2856.86,0.0,11427.44,6180.63,5246.81
S007564,2024-12-09,C04234,P083,R14,5,7369.98,0.0,36849.9,22245.39,14604.51
S007565,2024-01-04,C04135,P030,R02,1,1912.4,0.15,1625.54,1422.65,202.89
S007566,2025-10-01,C04592,P057,R14,4,1409.79,0.1,5075.24,3996.48,1078.76
S007567,2024-07-13,C04593,P087,R14,4,8587.68,0.05,32633.18,18794.94,13838.24
S007568,2025-01-14,C03923,P022,R09,4,879.12,0.0,3516.48,2869.7,646.78
S007569,2026-05-11,C03989,P023,R03,5,22810.58,0.0,114052.9,69888.47,44164.43
S007570,2026-02-04,C00924,P098,R12,4,3233.46,0.0,12933.84,7956.67,4977.17
S007571,2025-04-21,C00873,P038,R02,5,3570.77,0.15,15175.77,13107.47,2068.3
S007572,2025-05-09,C01943,P095,R02,1,3451.77,0.0,3451.77,2216.97,1234.8
S007573,2026-06-22,C01830,P036,R11,4,5947.69,0.1,21411.68,15614.3,5797.38
S007574,2025-10-30,C01641,P062,R12,1,1389.99,0.0,1389.99,758.31,631.68
S007575,2024-02-14,C01490,P052,R08,2,3289.51,0.25,4934.27,2671.57,2262.7
S007576,2024-08-03,C01290,P099,R12,1,30688.58,0.2,24550.86,17155.51,7395.35
S007577,2025-01-17,C02840,P056,R12,5,7983.54,0.0,39917.7,26112.34,13805.36
S007578,2024-03-25,C03974,P051,R09,1,2151.82,0.15,1829.05,1176.2,652.85
S007579,2026-05-03,C04053,P047,R11,3,1314.47,0.1,3549.07,2880.85,668.22
S007580,2024-10-16,C00624,P038,R12,1,676.93,0.2,541.54,307.38,234.16
S007581,2025-11-22,C02707,P045,R12,5,7600.39,0.05,36101.85,19183.72,16918.13
S007582,2025-11-30,C02397,P047,R15,5,1295.23,0.0,6476.15,3374.86,3101.29
S007583,2025-07-04,C03999,P077,R12,3,9042.28,0.0,27126.84,18430.34,8696.5
S007584,2024-11-03,C04329,P005,R08,3,3805.17,0.0,11415.51,7464.85,3950.66
S007585,2025-12-11,C01657,P051,R04,1,4269.27,0.05,4055.81,3252.86,802.95
S007586,2025-10-14,C03945,P055,R06,1,2652.32,0.15,2254.47,1820.78,433.69
S007587,2025-11-30,C02979,P076,R09,1,1800.69,0.05,1710.66,949.87,760.79
